adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,moods,is_happy,is_sad,is_tense,is_scary,is_romantic,is_uplifting,is_emotional,is_suspense,is_light_hearted,is_dark,is_reflective,is_adventurous
False,,160000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",http://inceptionmovie.warnerbros.com/,27205,tt1375666,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",29.108149,/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Syncopy', 'id': 9996}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-07-14,825532764.0,148.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Your mind is the scene of the crime.,Inception,False,8.1,14075.0,"['Suspense', 'Reflective', 'Tense']",False,False,True,False,False,False,False,True,False,False,True,False
False,,9000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://www.splitmovie.com/,381288,tt4972582,en,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",28.920839,/rXMWOZiCt6eMX22jWuTOSdQ98bY.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Blinding Edge Pictures', 'id': 12236}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-11-15,276921998.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Kevin has 23 distinct personalities. The 24th is about to be unleashed.,Split,False,7.0,4461.0,"['Tense', 'Dark', 'Scary']",False,False,True,True,False,False,False,False,False,True,False,False
False,"{'id': 748, 'name': 'X-Men Collection', 'poster_path': '/1Zo4J5SAni8lyXt7NxJwJZ0f0ip.jpg', 'backdrop_path': '/Abnosho2v3bcdvDww6T7Hfeczm1.jpg'}",178000000,"[{'id': 878, 'name': 'Science Fiction'}]",http://www.foxmovies.com/movies/x-men-apocalypse,246655,tt3385516,en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",28.712522,/zSouWWrySXshPCT4t3UKCQGayyo.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Kinberg Genre', 'id': 78091}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-05-18,543934787.0,144.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Only the strong will survive,X-Men: Apocalypse,False,6.4,4831.0,"['Suspense', 'Reflective']",False,False,False,False,False,False,False,True,False,False,True,False
False,"{'id': 263, 'name': 'The Dark Knight Collection', 'poster_path': '/bqS2lMgGkuodIXtDILFWTSWDDpa.jpg', 'backdrop_path': '/xfKot7lqaiW4XpL5TtDlVBA9ei9.jpg'}",150000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",http://www2.warnerbros.com/batmanbegins/index.html,272,tt0372784,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",28.505341,/dr6x4GyyegBWtinPBzipY02J2lV.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Syncopy', 'id': 9996}, {'name': 'Patalex III Productions Limited', 'id': 19231}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-06-10,374218673.0,140.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ur', 'name': 'اردو'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,Evil fears the knight.,Batman Begins,False,7.5,7511.0,"['Dark', 'Tense', 'Reflective']",False,False,True,False,False,False,False,False,False,True,True,False
False,"{'id': 1241, 'name': 'Harry Potter Collection', 'poster_path': '/8Xmkc1HvCOpMlbFvVabrtr6HAsp.jpg', 'backdrop_path': '/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg'}",130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",,673,tt0304141,en,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",28.460276,/jUFjMoLh8T2CWzHUSjKCojI5SHu.jpg,"[{'name': '1492 Pictures', 'id': 436}, {'name': 'Heyday films', 'id': 437}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-05-31,789804554.0,141.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Something wicked this way comes.,Harry Potter and the Prisoner of Azkaban,False,7.7,6037.0,"['Adventurous', 'Reflective', 'Light-hearted']",False,False,False,False,False,False,False,False,True,False,True,True
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",,463906,tt2569088,en,The Saint,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past.",28.23593,/n8tsrPLem70exhXHfSausV7FlPx.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-07-11,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,,The Saint,False,5.8,41.0,"['Adventurous', 'Tense', 'Reflective']",False,False,True,False,False,False,False,False,False,False,True,True
False,"{'id': 391860, 'name': 'Kingsman Collection', 'poster_path': '/2WjphvZVZQeQfOZeZrBmFUGXmXp.jpg', 'backdrop_path': '/8XZnIWG7on74SaJ6t23kdPOYXUG.jpg'}",81000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",http://www.kingsmanmovie.com/,207703,tt2802144,en,Kingsman: The Secret Service,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,28.224212,/8x7ej0LnHdKUqilNNJXYOeyB6L9.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Marv Films', 'id': 5374}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Cloudy Productions', 'id': 78995}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-01-29,414351546.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Manners maketh man.,Kingsman: The Secret Service,False,7.6,6069.0,"['Adventurous', 'Suspense', 'Happy']",True,False,False,False,False,False,False,True,False,False,False,True
False,"{'id': 86110, 'name': 'Diary of a Wimpy Kid Collection', 'poster_path': '/4Miizfzuds4ldROTff9vB0Z3EId.jpg', 'backdrop_path': '/hTbw2nLM44eE5m7ZIIXodcoDR1X.jpg'}",22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,417830,tt6003368,en,Diary of a Wimpy Kid: The Long Haul,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,28.176992,/mSBUClLuB70a2unFvW4m48OG9VF.jpg,"[{'name': 'Twentieth Century Fox', 'id': 7392}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-05-19,40120144.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Diary of a Wimpy Kid: The Long Haul,False,6.1,48.0,"['Light-hearted', 'Happy', 'Uplifting']",True,False,False,False,False,True,False,False,True,False,False,False
False,"{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/zT5UKFhq9nk97VGlBbAxlAK8UFN.jpg', 'backdrop_path': '/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg'}",380000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",http://disney.go.com/pirates/index-on-stranger-tides.html#/video/,1865,tt1298650,en,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",27.88772,/wNUDAq5OUMOtxMlz64YaCp7gZma.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-05-14,1045713802.0,136.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Live Forever Or Die Trying.,Pirates of the Caribbean: On Stranger Tides,False,6.4,5068.0,"['Adventurous', 'Reflective', 'Tense']",False,False,True,False,False,False,False,False,False,False,True,True
False,"{'id': 283579, 'name': 'Divergent Collection', 'poster_path': '/nXuCj7NcsC2bPJlwD6t2l9ZTDnt.jpg', 'backdrop_path': '/uExS9jcaFBM1wJhkn1Q1P0MFpv6.jpg'}",110000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.thedivergentseries.movie/#insurgent,262500,tt2908446,en,Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,27.887186,/6w1VjTPTjTaA5oNvsAg0y4H6bou.jpg,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Red Wagon Entertainment', 'id': 14440}, {'name': 'NeoReel', 'id': 24097}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-03-18,295238201.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One Choice Can Destroy You,Insurgent,False,6.2,3921.0,"['Suspense', 'Tense', 'Adventurous']",False,False,True,False,False,False,False,True,False,False,False,True
False,"{'id': 256322, 'name': 'The Purge Collection', 'poster_path': '/nP3c8mTSxlis4vfg0UjlkK8LRG9.jpg', 'backdrop_path': '/quFWGOA4I5KCTsyDbvLh6PHNZwv.jpg'}",9000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,238636,tt2975578,en,The Purge: Anarchy,"Three groups of people are trying to survive Purge Night, when their stories intertwine and are left stranded in The Purge trying to survive the chaos and violence that occurs.",27.756026,/l1DRl40x2OWUoPP42v8fjKdS1Z3.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Why Not Productions', 'id': 729}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': '5150 Action', 'id': 47354}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-07-17,108782847.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Welcome to America, where one night a year, all crime Is legal.",The Purge: Anarchy,False,6.6,2008.0,"['Dark', 'Suspense', 'Scary']",False,False,False,True,False,False,False,True,False,True,False,False
False,"{'id': 556, 'name': 'Spider-Man Collection', 'poster_path': '/aNknE3vw8QC5gDHBRYpOz9gzuPc.jpg', 'backdrop_path': '/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg'}",258000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",http://www.sonypictures.com/movies/spider-man3/,559,tt0413300,en,Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",27.614265,/sqZKCRYGovZ8aN99VVJSdL8Ja9k.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Laura Ziskin Productions', 'id': 326}, {'name': 'Marvel Enterprises', 'id': 19551}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-05-01,890871626.0,139.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The battle within.,Spider-Man 3,False,5.9,3687.0,"['Adventurous', 'Tense', 'Reflective']",False,False,True,False,False,False,False,False,False,False,True,True
False,,125000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.foxmovies.com/movies/assassins-creed,121856,tt2094766,en,Assassin's Creed,"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day.",27.54107,/tIKFBxBZhSXpIITiiB5Ws8VGXjt.jpg,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Ubisoft', 'id': 4615}, {'name': 'CatchPlay', 'id': 8870}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Latina Pictures', 'id': 19108}, {'name': 'RatPac Entertainment', 'id': 28732}, {'name': 'Monarchy Enterprises S.a.r.l.', 'id': 77845}, {'name': 'Ubisoft Motion Pictures', 'id': 83857}, {'name': 'DMC Film', 'id': 86766}, {'name': 'Alpha Pictures', 'id': 86767}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'MT', 'name': 'Malta'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-12-21,240697856.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Your destiny is in your blood.,Assassin's Creed,False,5.4,2776.0,"['Suspense', 'Adventurous', 'Tense']",False,False,True,False,False,False,False,True,False,False,False,True
False,,40000000,"[{'id': 35, 'name': 'Comedy'}]",,225886,tt1956620,en,Sex Tape,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",27.470696,/2BMmIPGu5ZbTrwXwomdSUuTB2Ul.jpg,"[{'name': 'Escape Artists', 'id': 1423}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'LStar Capital', 'id': 34034}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-07-17,126069509.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A movie about a movie they don't want you to see.,Sex Tape,False,5.2,1733.0,"['Light-hearted', 'Happy', 'Romantic']",True,False,False,False,True,False,False,False,True,False,False,False
False,"{'id': 9485, 'name': 'The Fast and the Furious Collection', 'poster_path': '/mCkqJf4ijbNoBWvJ0RTWZJuhJUA.jpg', 'backdrop_path': '/z5A5W3WYJc3UVEWljSGwdjDgQ0j.jpg'}",190000000,"[{'id': 28, 'name': 'Action'}]",http://www.furious7.com/,168259,tt2820852,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,27.275687,/dCgm7efXDmiABSdWDHBDBx2jwmn.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}, {'name': 'One Race Films', 'id': 7154}, {'name': 'China Film Co.', 'id': 40890}, {'name': 'Québec Production Services Tax Credit', 'id': 86352}, {'name': 'Media Rights Capital (MRC)', 'id': 86655}, {'name': 'Abu Dhabi Film Commission', 'id': 87857}, {'name': 'Colorado Office of Film, Television & Media', 'id': 87858}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-04-01,1506249360.0,137.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Vengeance Hits Home,Furious 7,False,7.3,4253.0,"['Light-hearted', 'Adventurous', 'Emotional']",False,False,False,False,False,False,True,False,True,False,False,True
False,,3500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",,145135,tt2387433,en,Dark Skies,"From the producers of Paranormal Activity, Insidious, and Sinister comes Dark Skies: a supernatural thriller that follows a young family living in the suburbs. As husband and wife Daniel and Lacey Barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. When it becomes clear that the Barret family is being targeted by an unimaginably terrifying and deadly force, Daniel and Lacey take matters in their own hands to solve the mystery of what is after their family.",26.972326,/kaqkurs0iDCJGmJBBa6DRGacfA8.jpg,"[{'name': 'Alliance Films', 'id': 2514}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Automatik Entertainment', 'id': 7625}, {'name': 'Cinema Vehicle Services', 'id': 25673}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-02-21,25174316.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Once you have been chosen. You belong to them.,Dark Skies,False,6.1,668.0,"['Suspense', 'Emotional', 'Scary']",False,False,False,True,False,False,True,True,False,False,False,False
False,,200000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",http://www.titanicmovie.com,597,tt0120338,en,Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",26.88907,/kHXEpyfl6zqn8a6YuozZUujufXf.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lightstorm Entertainment', 'id': 574}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-18,1845034188.0,194.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Nothing on Earth could come between them.,Titanic,False,7.5,7770.0,"['Emotional', 'Reflective', 'Romantic']",False,False,False,False,True,False,True,False,False,False,True,False
False,"{'id': 422834, 'name': 'Ant-Man Collection', 'poster_path': '/lEdpEJWJdtVLgmpPkXSTd2xczmY.jpg', 'backdrop_path': '/2KjtWUBiksmN8LsUouaZnxocu5N.jpg'}",130000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",http://marvel.com/movies/movie/180/ant-man,102899,tt0478970,en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",26.882388,/D6e8RJf2qUstnfkTslTXNTUAlT.jpg,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-07-14,519311965.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Heroes don't get any bigger.,Ant-Man,False,7.0,6029.0,"['Suspense', 'Adventurous', 'Tense']",False,False,True,False,False,False,False,True,False,False,False,True
False,"{'id': 131635, 'name': 'The Hunger Games Collection', 'poster_path': '/ttbKy12hDjSHQcM7sCoeW1WsDlW.jpg', 'backdrop_path': '/zWiiLNg8yXv0he3tCH6XignPaYV.jpg'}",160000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.thehungergames.movie/,131634,tt1951266,en,The Hunger Games: Mockingjay - Part 2,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",26.628178,/w93GAiq860UjmgR6tU9h2T24vaV.jpg,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Color Force', 'id': 5420}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-11-18,653428261.0,137.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The fire will burn forever.,The Hunger Games: Mockingjay - Part 2,False,6.6,4117.0,"['Tense', 'Adventurous', 'Suspense']",False,False,True,False,False,False,False,True,False,False,False,True
False,"{'id': 137696, 'name': 'Monsters, Inc. Collection', 'poster_path': '/8xHtCUKfre8b4tkpUWU1y67Cnqr.jpg', 'backdrop_path': '/uzKkKhTWGSEdsN2rYanJTVAyTLi.jpg'}",115000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/monsters-inc,585,tt0198781,en,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",26.419962,/93Y9BGx8blzmZOPSoivkFfaifqU.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-01,562816256.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,We Scare Because We Care.,"Monsters, Inc.",False,7.5,6150.0,"['Light-hearted', 'Happy']",True,False,False,False,False,False,False,False,True,False,False,False
False,"{'id': 125574, 'name': 'The Amazing Spider-Man Collection', 'poster_path': '/moNJa86FgDYy8SWeDym2gnsLLMa.jpg', 'backdrop_path': '/aLrNTcLN2kDu9jAJ4tS5haiWGc6.jpg'}",200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",http://www.theamazingspiderman.com,102382,tt1872181,en,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",26.23687,/mUjWof8LHDgCZC9mFp0UYKBf1Dm.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'Avi Arad Productions', 'id': 31828}, {'name': 'Matt Tolmach Productions', 'id': 53462}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-04-16,705717432.0,142.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No more secrets.,The Amazing Spider-Man 2,False,6.5,4274.0,"['Reflective', 'Adventurous', 'Tense']",False,False,True,False,False,False,False,False,False,False,True,True
False,"{'id': 416468, 'name': 'World War Z Collection', 'poster_path': '/gDObITaWQUaS9Par6ntLyvq1JrK.jpg', 'backdrop_path': None}",200000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.worldwarzmovie.com,72190,tt0816711,en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",26.114917,/Ha5t0J21eyiq6Az1EXzx0iwsGH.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'GK Films', 'id': 3281}, {'name': 'Skydance Productions', 'id': 6277}, {'name': 'Hemisphere Media Capital', 'id': 9169}, {'name': 'Apparatus Productions', 'id': 11956}, {'name': 'Latina Pictures', 'id': 19108}, {'name': '2DUX²', 'id': 23644}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'MT', 'name': 'Malta'}]",2013-06-20,531865000.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Remember Philly!,World War Z,False,6.7,5683.0,"['Reflective', 'Suspense', 'Tense']",False,False,True,False,False,False,False,True,False,False,True,False
